variable,cycle,table,raw_name,weight,description,category,in_dataset,units,chemical_family
PAQ750,2013-2014,PAQ_H,,,"I am going to read a statement and I want you to let me know if you strongly agree, agree, neither agree nor disagree, disagree or strongly disagree with the statement. {I enjoy participating in PE or gym class.}",Physical Activity,Questionnaire,NA,NA
PAQ750,2015-2016,PAQ_I,,,"I am going to read a statement and I want you to let me know if you strongly agree, agree, neither agree nor disagree, disagree or strongly disagree with the statement. {I enjoy participating in PE or gym class.}",Physical Activity,Questionnaire,NA,NA
PAQ755,2013-2014,PAQ_H,,,"The following are activities that may be done before, during, or after school other than during PE or gym class. If {you are/SP is} not currently in school, think about {your/his/her} activities when {you were/he was/she was} last in school.} {Do you/Does SP} participate in school sports or physical activity clubs?",Physical Activity,Questionnaire,NA,NA
PAQ755,2015-2016,PAQ_I,,,"The following are activities that may be done before, during, or after school other than during PE or gym class. If {you are/SP is} not currently in school, think about {your/his/her} activities when {you were/he was/she was} last in school.} {Do you/Does SP} participate in school sports or physical activity clubs?",Physical Activity,Questionnaire,NA,NA
PAQ759A,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759A,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759B,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759B,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759C,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759C,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759D,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759D,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759E,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759E,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759F,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759F,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759G,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759G,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759H,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759H,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759I,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759I,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759J,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759J,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759K,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759K,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759L,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759L,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759M,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759M,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759N,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759N,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759O,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759O,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759P,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759P,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759Q,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759Q,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759R,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759R,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759S,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759S,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759T,2013-2014,PAQ_H,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759T,2015-2016,PAQ_I,,,In what school sports or physical activity clubs {do you/does SP} participate?,Physical Activity,Questionnaire,NA,NA
PAQ759U,2013-2014,PAQ_H,,,Participate in martial arts,Physical Activity,Questionnaire,NA,NA
PAQ759U,2015-2016,PAQ_I,,,Participate in martial arts,Physical Activity,Questionnaire,NA,NA
PAQ759V,2013-2014,PAQ_H,,,Participate in walking,Physical Activity,Questionnaire,NA,NA
PAQ762,2013-2014,PAQ_H,,,{Do you/Does SP} have recess during school days?,Physical Activity,Questionnaire,NA,NA
PAQ762,2015-2016,PAQ_I,,,{Do you/Does SP} have recess during school days?,Physical Activity,Questionnaire,NA,NA
PAQ764,2013-2014,PAQ_H,,,How often {do you/does SP} have recess?,Physical Activity,Questionnaire,NA,NA
PAQ764,2015-2016,PAQ_I,,,How often {do you/does SP} have recess?,Physical Activity,Questionnaire,NA,NA
PAQ766,2013-2014,PAQ_H,,,"On average, how long is the recess period?",Physical Activity,Questionnaire,NA,NA
PAQ766,2015-2016,PAQ_I,,,"On average, how long is the recess period?",Physical Activity,Questionnaire,NA,NA
PAQ770,2013-2014,PAQ_H,,,"In the past year, did {you/SP} receive a Physical Fitness Test award, such as a President's Challenge or Fitnessgram award?",Physical Activity,Questionnaire,NA,NA
PAQ770,2015-2016,PAQ_I,,,"In the past year, did {you/SP} receive a Physical Fitness Test award, such as a President's Challenge or Fitnessgram award?",Physical Activity,Questionnaire,NA,NA
PAQ772A,2013-2014,PAQ_H,,,What Physical Fitness Test award did {you/SP} receive?,Physical Activity,Questionnaire,NA,NA
PAQ772A,2015-2016,PAQ_I,,,What Physical Fitness Test award did {you/SP} receive?,Physical Activity,Questionnaire,NA,NA
PAQ772B,2013-2014,PAQ_H,,,What Physical Fitness Test award did {you/SP} receive?,Physical Activity,Questionnaire,NA,NA
PAQ772B,2015-2016,PAQ_I,,,What Physical Fitness Test award did {you/SP} receive?,Physical Activity,Questionnaire,NA,NA
PAQ772C,2013-2014,PAQ_H,,,What Physical Fitness Test award did {you/SP} receive?,Physical Activity,Questionnaire,NA,NA
PAQ772C,2015-2016,PAQ_I,,,What Physical Fitness Test award did {you/SP} receive?,Physical Activity,Questionnaire,NA,NA
RHD018,2017-2018,RHQ_J,,,Estimated age in months at menarche,Reproductive Health,Questionnaire,NA,NA
RHD043,1999-2000,RHQ,RHQ040,,Reason that you have not had regular periods in the past 12 months?,Reproductive Health,Questionnaire,NA,NA
RHD043,2001-2002,RHQ_B,RHQ040,,Reason that you have not had regular periods in the past 12 months?,Reproductive Health,Questionnaire,NA,NA
RHD043,2003-2004,RHQ_C,RHD042,,Reason that you have not had regular periods in the past 12 months?,Reproductive Health,Questionnaire,NA,NA
RHD043,2005-2006,RHQ_D,RHD042,,Reason that you have not had regular periods in the past 12 months?,Reproductive Health,Questionnaire,NA,NA
RHD043,2007-2008,RHQ_E,RHD042,,Reason that you have not had regular periods in the past 12 months?,Reproductive Health,Questionnaire,NA,NA
RHD043,2009-2010,RHQ_F,RHD042,,Reason that you have not had regular periods in the past 12 months?,Reproductive Health,Questionnaire,NA,NA
RHD043,2011-2012,RHQ_G,RHD042,,Reason that you have not had regular periods in the past 12 months?,Reproductive Health,Questionnaire,NA,NA
RHD043,2013-2014,RHQ_H,,,Reason that you have not had regular periods in the past 12 months?,Reproductive Health,Questionnaire,NA,NA
RHD043,2015-2016,RHQ_I,,,Reason that you have not had regular periods in the past 12 months?,Reproductive Health,Questionnaire,NA,NA
RHD043,2017-2018,RHQ_J,,,Reason that you have not had regular periods in the past 12 months?,Reproductive Health,Questionnaire,NA,NA
RHD080,1999-2000,RHQ,,,Number of days since the last period started.,Reproductive Health,Questionnaire,NA,NA
RHD080,2001-2002,RHQ_B,,,Number of days since the last period started.,Reproductive Health,Questionnaire,NA,NA
RHD080,2003-2004,RHQ_C,,,Number of days since the last period started.,Reproductive Health,Questionnaire,NA,NA
RHD080,2005-2006,RHQ_D,,,Number of days since the last period started.,Reproductive Health,Questionnaire,NA,NA
RHD120,1999-2000,RHQ,,,"In the last 6 months, how often {have you/has SP} had hot flashes or night sweats?",Reproductive Health,Questionnaire,NA,NA
RHD120,2001-2002,RHQ_B,,,"In the last 6 months, how often {have you/has SP} had hot flashes or night sweats?",Reproductive Health,Questionnaire,NA,NA
RHD143,1999-2000,RHQ,RHQ140,,Are you pregnant now?,Reproductive Health,Questionnaire,NA,NA
RHD143,2001-2002,RHQ_B,RHQ141,,Are you pregnant now?,Reproductive Health,Questionnaire,NA,NA
RHD143,2003-2004,RHQ_C,,,Are you pregnant now?,Reproductive Health,Questionnaire,NA,NA
RHD143,2005-2006,RHQ_D,,,Are you pregnant now?,Reproductive Health,Questionnaire,NA,NA
RHD143,2007-2008,RHQ_E,,,Are you pregnant now?,Reproductive Health,Questionnaire,NA,NA
RHD143,2009-2010,RHQ_F,,,Are you pregnant now?,Reproductive Health,Questionnaire,NA,NA
RHD143,2011-2012,RHQ_G,,,Are you pregnant now?,Reproductive Health,Questionnaire,NA,NA
RHD143,2013-2014,RHQ_H,,,Are you pregnant now?,Reproductive Health,Questionnaire,NA,NA
RHD143,2015-2016,RHQ_I,,,Are you pregnant now?,Reproductive Health,Questionnaire,NA,NA
RHD143,2017-2018,RHQ_J,,,Are you pregnant now?,Reproductive Health,Questionnaire,NA,NA
RHD152,1999-2000,RHQ,RHQ150,,Which month of pregnancy are you in?,Reproductive Health,Questionnaire,NA,NA
RHD152,2001-2002,RHQ_B,RHQ151,,Which month of pregnancy are you in?,Reproductive Health,Questionnaire,NA,NA
RHD152,2003-2004,RHQ_C,,,Which month of pregnancy are you in?,Reproductive Health,Questionnaire,NA,NA
RHD152,2005-2006,RHQ_D,,,Which month of pregnancy are you in?,Reproductive Health,Questionnaire,NA,NA
RHD152,2007-2008,RHQ_E,,,Which month of pregnancy are you in?,Reproductive Health,Questionnaire,NA,NA
RHD152,2009-2010,RHQ_F,,,Which month of pregnancy are you in?,Reproductive Health,Questionnaire,NA,NA
RHD152,2011-2012,RHQ_G,,,Which month of pregnancy are you in?,Reproductive Health,Questionnaire,NA,NA
RHD173,2007-2008,RHQ_E,,,Age when you delivered a baby that weighed 9 pounds or more,Reproductive Health,Questionnaire,NA,NA
RHD173,2009-2010,RHQ_F,,,Age when you delivered a baby that weighed 9 pounds or more,Reproductive Health,Questionnaire,NA,NA
